,Id,Model,EHI,Extractiveness Factor (EF),Positive Hallucination (PH),Over Focus (OF),Negative Hallucination (NH),Lost Focus (LF),Entity F1 Score
152,entertainment-arts-39002451,t5-large,0.46939903843243763,0.09375,0.5,0.1,0,0,0.5
153,entertainment-arts-39002451,gpt-3.5-turbo,0.469162439885784,0.08571428571428572,0.5714285714285714,0.21212121212121213,0,0,0.5714285714285715
154,entertainment-arts-39002451,RefSum,0.5571254789715407,0.09375,1,0.03333333333333333,0,0,1
155,entertainment-arts-44964740,facebook/bart-large-cnn,0.35320281988830526,0,0,0.34615384615384615,0,0.2222222222222222,0
156,entertainment-arts-44964740,google/pegasus-xsum,0.2698163227614495,0,0,0.044444444444444446,0.5,1,0
157,entertainment-arts-44964740,t5-large,0.4049951926110655,0.058823529411764705,0.25,0.14893617021276595,0,0.25,0.25
158,entertainment-arts-44964740,gpt-3.5-turbo,0.39904874300126775,0.05660377358490566,0.2,0.22448979591836735,0,0.16666666666666666,0.2
159,entertainment-arts-44964740,RefSum,0.5580589301707433,0.11764705882352941,1,0.0425531914893617,0,0,1
160,entertainment-arts-45639433,facebook/bart-large-cnn,0.3595611731480647,0,0,0.20833333333333334,0.2857142857142857,0,0
161,entertainment-arts-45639433,google/pegasus-xsum,0.35961415340954506,0,0,0.24489795918367346,0.25,0,0
162,entertainment-arts-45639433,t5-large,0.36855107745767796,0,0,0.13333333333333333,0.25,0,0
163,entertainment-arts-45639433,gpt-3.5-turbo,0.3746260722995535,0,0,0.2916666666666667,0,0,0
164,entertainment-arts-45639433,RefSum,0.4,0,0,0,0,0,0
165,entertainment-arts-49419053,facebook/bart-large-cnn,0.37033978258293515,0,0,0.2727272727272727,0,0.08333333333333333,0
166,entertainment-arts-49419053,google/pegasus-xsum,0.40344906245960094,0,0.2222222222222222,0.09876543209876543,0,0.2,0.22222222222222224
167,entertainment-arts-49419053,t5-large,0.3507946630073592,0,0,0.05128205128205128,0,0.5,0
168,entertainment-arts-49419053,gpt-3.5-turbo,0.37091987658568554,0.028846153846153848,0.14285714285714285,0.31,0.2916666666666667,0,0.14285714285714285
169,entertainment-arts-49419053,RefSum,0.5548277638654496,0.03571428571428571,1,0.0125,0,0,1
170,entertainment-arts-54567473,facebook/bart-large-cnn,0.4188979632632159,0.1,0.2857142857142857,0.32142857142857145,0,0,0.28571428571428575
171,entertainment-arts-54567473,google/pegasus-xsum,0.4478142104271906,0.10714285714285714,0.4,0.19230769230769232,0,0,0.4
172,entertainment-arts-54567473,t5-large,0.4478142104271906,0.10714285714285714,0.4,0.19230769230769232,0,0,0.4
173,entertainment-arts-54567473,gpt-3.5-turbo,0.3985269267848939,0.09375,0.2222222222222222,0.43333333333333335,0,0,0.22222222222222224
174,entertainment-arts-54567473,RefSum,0.5578039128133176,0.1111111111111111,1,0.04,0,0,1
175,health-19571173,facebook/bart-large-cnn,0.36417768412363866,0,0,0.4,0,0,0
176,health-19571173,google/pegasus-xsum,0.49560622931484877,0,0.6666666666666666,0,0,0,0.6666666666666666
177,health-19571173,t5-large,0.36417768412363866,0,0,0.4,0,0,0
178,health-19571173,gpt-3.5-turbo,0.35406243362971085,0,0,0.5,0,0,0
179,health-19571173,RefSum,0.5534572563937673,0,1,0,0,0,1
180,health-23868116,facebook/bart-large-cnn,0.36417768412363866,0,0,0.4,0,0,0
181,health-23868116,google/pegasus-xsum,0.4,0,0,0,0,0,0
182,health-23868116,t5-large,0.36417768412363866,0,0,0.4,0,0,0
183,health-23868116,gpt-3.5-turbo,0.34469171434354023,0,0,0.14285714285714285,0.5,0,0
184,health-23868116,RefSum,0.4,0,0,0,0,0,0
185,health-31849833,facebook/bart-large-cnn,0.3498536367234081,0,0,0.30303030303030304,0.16666666666666666,0.16666666666666666,0
186,health-31849833,google/pegasus-xsum,0.5576160546264783,0.10344827586206896,1,0.03571428571428571,0,0,1
187,health-31849833,t5-large,0.294450061295054,0,0,0.07142857142857142,0,1,0
188,health-31849833,gpt-3.5-turbo,0.40167327689318943,0.08571428571428572,0.25,0.3235294117647059,0.14285714285714285,0,0.25
189,health-31849833,RefSum,0.5576160546264783,0.10344827586206896,1,0.03571428571428571,0,0,1
190,magazine-23432653,facebook/bart-large-cnn,0.37714162202940793,0,0,0.2647058823529412,0,0,0
191,magazine-23432653,google/pegasus-xsum,0.33441919038926554,0,0,0.03225806451612903,0.6666666666666666,0,0
192,magazine-23432653,t5-large,0.3844116647082706,0,0,0.18461538461538463,0,0,0
193,magazine-23432653,gpt-3.5-turbo,0.3635118658795441,0,0,0.3561643835616438,0.07142857142857142,0,0
194,magazine-23432653,RefSum,0.5534572563937673,0,1,0,0,0,1
195,newsbeat-10000840,facebook/bart-large-cnn,0.42835762881468314,0.125,0.3333333333333333,0.3181818181818182,0,0,0.3333333333333333
196,newsbeat-10000840,google/pegasus-xsum,0.34070830363499255,0,0,0.2,0,0.5,0
197,newsbeat-10000840,t5-large,0.4303157285427751,0.13636363636363635,0.5,0.05,0.5,0,0.5
198,newsbeat-10000840,gpt-3.5-turbo,0.34070830363499255,0,0,0.2,0,0.5,0
199,newsbeat-10000840,RefSum,0.5587876147570625,0.13636363636363635,1,0.05,0,0,1
200,newsbeat-10002718,facebook/bart-large-cnn,0.3508764920553737,0,0,0.34782608695652173,0,0.25,0
201,newsbeat-10002718,google/pegasus-xsum,0.40919573336688464,0.11538461538461539,0.2857142857142857,0.13636363636363635,0.3333333333333333,0,0.28571428571428575
202,newsbeat-10002718,t5-large,0.3503145765661096,0,0,0.2727272727272727,0,0.3333333333333333,0
203,newsbeat-10002718,gpt-3.5-turbo,0.37611276183263465,0.0967741935483871,0.16666666666666666,0.4074074074074074,0.25,0,0.16666666666666666
204,newsbeat-10002718,RefSum,0.557509899140703,0.1111111111111111,1,0.043478260869565216,0,0,1
205,newsbeat-11997559,facebook/bart-large-cnn,0.339370993741479,0,0,0.6382978723404256,0,0,0
206,newsbeat-11997559,google/pegasus-xsum,0.3687375161087239,0,0.14285714285714285,0.4090909090909091,0.16666666666666666,0,0.14285714285714285
207,newsbeat-11997559,t5-large,0.35651071017583663,0,0,0.47619047619047616,0,0,0
208,newsbeat-11997559,gpt-3.5-turbo,0.3635442941324878,0,0.14285714285714285,0.3181818181818182,0.3333333333333333,0,0.14285714285714285
209,newsbeat-11997559,RefSum,0.5534572563937673,0,1,0,0,0,1
210,newsbeat-15815086,facebook/bart-large-cnn,0.3408173438038959,0,0,0.625,0,0,0
211,newsbeat-15815086,google/pegasus-xsum,0.48846906754160696,0,0.6666666666666666,0.08333333333333333,0,0,0.6666666666666666
212,newsbeat-15815086,t5-large,0.3455908005263801,0,0,0.5806451612903226,0,0,0
213,newsbeat-15815086,gpt-3.5-turbo,0.33432694596120316,0,0,0.5882352941176471,0.16666666666666666,0,0
214,newsbeat-15815086,RefSum,0.5534572563937673,0,1,0,0,0,1
215,newsbeat-42729308,facebook/bart-large-cnn,0.36280888533576783,0,0,0.41379310344827586,0,0,0
216,newsbeat-42729308,google/pegasus-xsum,0.3931664486945133,0,0,0.08333333333333333,0,0,0
217,newsbeat-42729308,t5-large,0.3614757713134612,0,0,0.2222222222222222,0.25,0,0
218,newsbeat-42729308,gpt-3.5-turbo,0.3614757713134612,0,0,0.2222222222222222,0.25,0,0
219,newsbeat-42729308,RefSum,0.5534572563937673,0,1,0,0,0,1
220,newsbeat-43652288,facebook/bart-large-cnn,0.3272037611705203,0,0,0.38095238095238093,0,0.5,0
221,newsbeat-43652288,google/pegasus-xsum,0.49185386345352405,0.23076923076923078,0.6666666666666666,0.2727272727272727,0,0,0.6666666666666665
222,newsbeat-43652288,t5-large,0.3989072590492929,0.13043478260869565,0.3333333333333333,0.15789473684210525,0,0.5,0.3333333333333333
223,newsbeat-43652288,gpt-3.5-turbo,0.37843256226744276,0.1111111111111111,0.2,0.391304347826087,0.16666666666666666,0.16666666666666666,0.2
224,newsbeat-43652288,RefSum,0.562741824616285,0.24,1,0.09523809523809523,0,0,1
225,newsbeat-48666143,facebook/bart-large-cnn,0.4071473429726532,0.08333333333333333,0.2857142857142857,0.21212121212121213,0,0.25,0.28571428571428575
226,newsbeat-48666143,google/pegasus-xsum,0.4676111937424867,0.15384615384615385,0.6,0.2222222222222222,0.14285714285714285,0,0.6
227,newsbeat-48666143,t5-large,0.4107725368992738,0.08571428571428572,0.3333333333333333,0.15625,0,0.3333333333333333,0.3333333333333333
228,newsbeat-48666143,gpt-3.5-turbo,0.4382356047285794,0.08333333333333333,0.5714285714285714,0.09090909090909091,0.25,0.25,0.5714285714285715
229,newsbeat-48666143,RefSum,0.5603166275956878,0.17142857142857143,1,0.0625,0,0,1
230,science-environment-24493530,facebook/bart-large-cnn,0.2370633449034637,0,0,0,1,1,0
231,science-environment-24493530,google/pegasus-xsum,0.2370633449034637,0,0,0,1,1,0
232,science-environment-24493530,t5-large,0.3619337039558763,0,0,0.12244897959183673,0,0.3333333333333333,0
233,science-environment-24493530,gpt-3.5-turbo,0.34430436889648747,0,0,0.36065573770491804,0.26666666666666666,0.06666666666666667,0
234,science-environment-24493530,RefSum,0.5559406459314558,0.0625,1,0.02127659574468085,0,0,1
235,science-environment-42204575,facebook/bart-large-cnn,0.377496786696651,0,0,0.2608695652173913,0,0,0
236,science-environment-42204575,google/pegasus-xsum,0.4,0,0,0,0,0,0
237,science-environment-42204575,t5-large,0.3846600568125726,0,0,0.18181818181818182,0,0,0
238,science-environment-42204575,gpt-3.5-turbo,0.34608164829871635,0,0,0.37037037037037035,0.2857142857142857,0,0
239,science-environment-42204575,RefSum,0.4,0,0,0,0,0,0
240,science-environment-44141840,facebook/bart-large-cnn,0.35833071960279245,0,0,0.4583333333333333,0,0,0
241,science-environment-44141840,google/pegasus-xsum,0.4603355752593067,0,0.5,0.1,0,0,0.5
242,science-environment-44141840,t5-large,0.387459167798248,0,0,0.15,0,0,0
243,science-environment-44141840,gpt-3.5-turbo,0.3676302790962833,0,0.15384615384615385,0.2857142857142857,0.3333333333333333,0,0.15384615384615385
244,science-environment-44141840,RefSum,0.5534572563937673,0,1,0,0,0,1
245,science-environment-46582265,facebook/bart-large-cnn,0.4075916920585512,0.1276595744680851,0.5,0.09523809523809523,0,0.6666666666666666,0.5
246,science-environment-46582265,google/pegasus-xsum,0.38261423740113415,0.125,0.4444444444444444,0.046511627906976744,0.5,0.5,0.4444444444444445
247,science-environment-46582265,t5-large,0.4075916920585512,0.1276595744680851,0.5,0.09523809523809523,0,0.6666666666666666,0.5
248,science-environment-46582265,gpt-3.5-turbo,0.4005309518289769,0.125,0.4444444444444444,0.09302325581395349,0.25,0.5,0.4444444444444445
249,science-environment-46582265,RefSum,0.5635037849094158,0.24489795918367346,1,0.09090909090909091,0,0,1
250,science-environment-48786295,facebook/bart-large-cnn,0.42323581759602524,0.15,0.5,0.16666666666666666,0,0.5,0.5
251,science-environment-48786295,google/pegasus-xsum,0.4,0,0,0,0,0,0
252,science-environment-48786295,t5-large,0.43289444460019716,0.1956521739130435,0.42857142857142855,0.40476190476190477,0,0.1,0.4285714285714285
253,science-environment-48786295,gpt-3.5-turbo,0.41333737674913695,0.1875,0.375,0.3409090909090909,0.25,0.08333333333333333,0.375
254,science-environment-48786295,RefSum,0.5661471323684607,0.3,1,0.1111111111111111,0,0,1
255,science-environment-55769269,facebook/bart-large-cnn,0.38762058548858785,0,0,0.14814814814814814,0,0,0
256,science-environment-55769269,google/pegasus-xsum,0.5534572563937673,0,1,0,0,0,1
257,science-environment-55769269,t5-large,0.39370396497789156,0,0,0.07692307692307693,0,0,0
258,science-environment-55769269,gpt-3.5-turbo,0.3140891599723518,0,0,0.06451612903225806,0.8333333333333334,0,0
259,science-environment-55769269,RefSum,0.5534572563937673,0,1,0,0,0,1
260,sinhala.080117_unreply,facebook/bart-large-cnn,0.37343492912845716,0.15789473684210525,0.2857142857142857,0.4375,0,0.5,0.28571428571428575
