,Model,Sentence ID,EHI,Extractiveness Factor (EF),Positive Hallucination (PH),Over Focus (OF),Negative Hallucination (NH),Lost Focus (LF),Entity F1 Score
8334,RefSum,1667,0.4,0,0,0,0,0,0
8335,facebookbart-large-cnn,1668,0.4,0,0,0,0,0,0
8336,googlepegasus-xsum,1668,0.4,0,0,0,0,0,0
8337,gpt-3.5-turbo,1668,0.4,0,0,0,0,0,0
8338,t5-large,1668,0.4,0,0,0,0,0,0
8339,RefSum,1668,0.4,0,0,0,0,0,0
8340,facebookbart-large-cnn,1669,0.4,0,0,0,0,0,0
8341,googlepegasus-xsum,1669,0.4,0,0,0,0,0,0
8342,gpt-3.5-turbo,1669,0.4,0,0,0,0,0,0
8343,t5-large,1669,0.4,0,0,0,0,0,0
8344,RefSum,1669,0.4,0,0,0,0,0,0
8345,facebookbart-large-cnn,1670,0.4,0,0,0,0,0,0
8346,googlepegasus-xsum,1670,0.4,0,0,0,0,0,0
8347,gpt-3.5-turbo,1670,0.4,0,0,0,0,0,0
8348,t5-large,1670,0.4,0,0,0,0,0,0
8349,RefSum,1670,0.4,0,0,0,0,0,0
8350,facebookbart-large-cnn,1671,0.4,0,0,0,0,0,0
8351,googlepegasus-xsum,1671,0.4,0,0,0,0,0,0
8352,gpt-3.5-turbo,1671,0.4,0,0,0,0,0,0
8353,t5-large,1671,0.4,0,0,0,0,0,0
8354,RefSum,1671,0.4,0,0,0,0,0,0
8355,facebookbart-large-cnn,1672,0.4,0,0,0,0,0,0
8356,googlepegasus-xsum,1672,0.4,0,0,0,0,0,0
8357,gpt-3.5-turbo,1672,0.4,0,0,0,0,0,0
8358,t5-large,1672,0.4,0,0,0,0,0,0
8359,RefSum,1672,0.4,0,0,0,0,0,0
8360,facebookbart-large-cnn,1673,0.4,0,0,0,0,0,0
8361,googlepegasus-xsum,1673,0.4,0,0,0,0,0,0
8362,gpt-3.5-turbo,1673,0.4,0,0,0,0,0,0
8363,t5-large,1673,0.4,0,0,0,0,0,0
8364,RefSum,1673,0.4,0,0,0,0,0,0
8365,facebookbart-large-cnn,1674,0.4,0,0,0,0,0,0
8366,googlepegasus-xsum,1674,0.4,0,0,0,0,0,0
8367,gpt-3.5-turbo,1674,0.4,0,0,0,0,0,0
8368,t5-large,1674,0.4,0,0,0,0,0,0
8369,RefSum,1674,0.4,0,0,0,0,0,0
8370,facebookbart-large-cnn,1675,0.4,0,0,0,0,0,0
8371,googlepegasus-xsum,1675,0.4,0,0,0,0,0,0
8372,gpt-3.5-turbo,1675,0.4,0,0,0,0,0,0
8373,t5-large,1675,0.4,0,0,0,0,0,0
8374,RefSum,1675,0.4,0,0,0,0,0,0
8375,facebookbart-large-cnn,1676,0.4,0,0,0,0,0,0
8376,googlepegasus-xsum,1676,0.4,0,0,0,0,0,0
8377,gpt-3.5-turbo,1676,0.4,0,0,0,0,0,0
8378,t5-large,1676,0.4,0,0,0,0,0,0
8379,RefSum,1676,0.4,0,0,0,0,0,0
8380,facebookbart-large-cnn,1677,0.4,0,0,0,0,0,0
8381,googlepegasus-xsum,1677,0.4,0,0,0,0,0,0
8382,gpt-3.5-turbo,1677,0.4,0,0,0,0,0,0
8383,t5-large,1677,0.4,0,0,0,0,0,0
8384,RefSum,1677,0.4,0,0,0,0,0,0
8385,facebookbart-large-cnn,1678,0.4,0,0,0,0,0,0
8386,googlepegasus-xsum,1678,0.4,0,0,0,0,0,0
8387,gpt-3.5-turbo,1678,0.4,0,0,0,0,0,0
8388,t5-large,1678,0.4,0,0,0,0,0,0
8389,RefSum,1678,0.4,0,0,0,0,0,0
8390,facebookbart-large-cnn,1679,0.4,0,0,0,0,0,0
8391,googlepegasus-xsum,1679,0.4,0,0,0,0,0,0
8392,gpt-3.5-turbo,1679,0.4,0,0,0,0,0,0
8393,t5-large,1679,0.4,0,0,0,0,0,0
8394,RefSum,1679,0.4,0,0,0,0,0,0
8395,facebookbart-large-cnn,1680,0.4,0,0,0,0,0,0
8396,googlepegasus-xsum,1680,0.4,0,0,0,0,0,0
8397,gpt-3.5-turbo,1680,0.4,0,0,0,0,0,0
8398,t5-large,1680,0.4,0,0,0,0,0,0
8399,RefSum,1680,0.4,0,0,0,0,0,0
8400,facebookbart-large-cnn,1681,0.4,0,0,0,0,0,0
8401,googlepegasus-xsum,1681,0.4,0,0,0,0,0,0
8402,gpt-3.5-turbo,1681,0.4,0,0,0,0,0,0
8403,t5-large,1681,0.4,0,0,0,0,0,0
8404,RefSum,1681,0.4,0,0,0,0,0,0
8405,facebookbart-large-cnn,1682,0.4,0,0,0,0,0,0
8406,googlepegasus-xsum,1682,0.4,0,0,0,0,0,0
8407,gpt-3.5-turbo,1682,0.4,0,0,0,0,0,0
8408,t5-large,1682,0.4,0,0,0,0,0,0
8409,RefSum,1682,0.4,0,0,0,0,0,0
8410,facebookbart-large-cnn,1683,0.4,0,0,0,0,0,0
8411,googlepegasus-xsum,1683,0.4,0,0,0,0,0,0
8412,gpt-3.5-turbo,1683,0.4,0,0,0,0,0,0
8413,t5-large,1683,0.4,0,0,0,0,0,0
8414,RefSum,1683,0.4,0,0,0,0,0,0
8415,facebookbart-large-cnn,1684,0.4,0,0,0,0,0,0
8416,googlepegasus-xsum,1684,0.4,0,0,0,0,0,0
8417,gpt-3.5-turbo,1684,0.4,0,0,0,0,0,0
8418,t5-large,1684,0.4,0,0,0,0,0,0
8419,RefSum,1684,0.4,0,0,0,0,0,0
8420,facebookbart-large-cnn,1685,0.4,0,0,0,0,0,0
8421,googlepegasus-xsum,1685,0.4,0,0,0,0,0,0
8422,gpt-3.5-turbo,1685,0.4,0,0,0,0,0,0
8423,t5-large,1685,0.4,0,0,0,0,0,0
8424,RefSum,1685,0.4,0,0,0,0,0,0
8425,facebookbart-large-cnn,1686,0.4,0,0,0,0,0,0
8426,googlepegasus-xsum,1686,0.4,0,0,0,0,0,0
8427,gpt-3.5-turbo,1686,0.4,0,0,0,0,0,0
8428,t5-large,1686,0.4,0,0,0,0,0,0
8429,RefSum,1686,0.4,0,0,0,0,0,0
8430,facebookbart-large-cnn,1687,0.4,0,0,0,0,0,0
8431,googlepegasus-xsum,1687,0.4,0,0,0,0,0,0
8432,gpt-3.5-turbo,1687,0.4,0,0,0,0,0,0
8433,t5-large,1687,0.4,0,0,0,0,0,0
8434,RefSum,1687,0.4,0,0,0,0,0,0
8435,facebookbart-large-cnn,1688,0.4,0,0,0,0,0,0
8436,googlepegasus-xsum,1688,0.4,0,0,0,0,0,0
8437,gpt-3.5-turbo,1688,0.4,0,0,0,0,0,0
8438,t5-large,1688,0.4,0,0,0,0,0,0
8439,RefSum,1688,0.4,0,0,0,0,0,0
8440,facebookbart-large-cnn,1689,0.4,0,0,0,0,0,0
8441,googlepegasus-xsum,1689,0.4,0,0,0,0,0,0
8442,gpt-3.5-turbo,1689,0.4,0,0,0,0,0,0
8443,t5-large,1689,0.4,0,0,0,0,0,0
8444,RefSum,1689,0.4,0,0,0,0,0,0
8445,facebookbart-large-cnn,1690,0.4,0,0,0,0,0,0
8446,googlepegasus-xsum,1690,0.4,0,0,0,0,0,0
8447,gpt-3.5-turbo,1690,0.4,0,0,0,0,0,0
8448,t5-large,1690,0.4,0,0,0,0,0,0
8449,RefSum,1690,0.4,0,0,0,0,0,0
8450,facebookbart-large-cnn,1691,0.4,0,0,0,0,0,0
8451,googlepegasus-xsum,1691,0.4,0,0,0,0,0,0
8452,gpt-3.5-turbo,1691,0.4,0,0,0,0,0,0
8453,t5-large,1691,0.4,0,0,0,0,0,0
8454,RefSum,1691,0.4,0,0,0,0,0,0
8455,facebookbart-large-cnn,1692,0.4,0,0,0,0,0,0
8456,googlepegasus-xsum,1692,0.4,0,0,0,0,0,0
8457,gpt-3.5-turbo,1692,0.4,0,0,0,0,0,0
8458,t5-large,1692,0.4,0,0,0,0,0,0
8459,RefSum,1692,0.4,0,0,0,0,0,0
8460,facebookbart-large-cnn,1693,0.4,0,0,0,0,0,0
8461,googlepegasus-xsum,1693,0.4,0,0,0,0,0,0
8462,gpt-3.5-turbo,1693,0.4,0,0,0,0,0,0
8463,t5-large,1693,0.4,0,0,0,0,0,0
8464,RefSum,1693,0.4,0,0,0,0,0,0
8465,facebookbart-large-cnn,1694,0.4,0,0,0,0,0,0
8466,googlepegasus-xsum,1694,0.4,0,0,0,0,0,0
8467,gpt-3.5-turbo,1694,0.4,0,0,0,0,0,0
8468,t5-large,1694,0.4,0,0,0,0,0,0
8469,RefSum,1694,0.4,0,0,0,0,0,0
8470,facebookbart-large-cnn,1695,0.4,0,0,0,0,0,0
8471,googlepegasus-xsum,1695,0.4,0,0,0,0,0,0
8472,gpt-3.5-turbo,1695,0.4,0,0,0,0,0,0
8473,t5-large,1695,0.4,0,0,0,0,0,0
8474,RefSum,1695,0.4,0,0,0,0,0,0
8475,facebookbart-large-cnn,1696,0.4,0,0,0,0,0,0
8476,googlepegasus-xsum,1696,0.4,0,0,0,0,0,0
8477,gpt-3.5-turbo,1696,0.4,0,0,0,0,0,0
8478,t5-large,1696,0.4,0,0,0,0,0,0
8479,RefSum,1696,0.4,0,0,0,0,0,0
8480,facebookbart-large-cnn,1697,0.4,0,0,0,0,0,0
8481,googlepegasus-xsum,1697,0.4,0,0,0,0,0,0
8482,gpt-3.5-turbo,1697,0.4,0,0,0,0,0,0
8483,t5-large,1697,0.4,0,0,0,0,0,0
8484,RefSum,1697,0.4,0,0,0,0,0,0
8485,facebookbart-large-cnn,1698,0.4,0,0,0,0,0,0
8486,googlepegasus-xsum,1698,0.4,0,0,0,0,0,0
8487,gpt-3.5-turbo,1698,0.4,0,0,0,0,0,0
8488,t5-large,1698,0.4,0,0,0,0,0,0
8489,RefSum,1698,0.4,0,0,0,0,0,0
8490,facebookbart-large-cnn,1699,0.4,0,0,0,0,0,0
8491,googlepegasus-xsum,1699,0.4,0,0,0,0,0,0
8492,gpt-3.5-turbo,1699,0.4,0,0,0,0,0,0
8493,t5-large,1699,0.4,0,0,0,0,0,0
8494,RefSum,1699,0.4,0,0,0,0,0,0
8495,facebookbart-large-cnn,1700,0.4,0,0,0,0,0,0
8496,googlepegasus-xsum,1700,0.4,0,0,0,0,0,0
8497,gpt-3.5-turbo,1700,0.4,0,0,0,0,0,0
8498,t5-large,1700,0.4,0,0,0,0,0,0
8499,RefSum,1700,0.4,0,0,0,0,0,0
8500,facebookbart-large-cnn,1701,0.4,0,0,0,0,0,0
8501,googlepegasus-xsum,1701,0.4,0,0,0,0,0,0
8502,gpt-3.5-turbo,1701,0.4,0,0,0,0,0,0
8503,t5-large,1701,0.4,0,0,0,0,0,0
8504,RefSum,1701,0.4,0,0,0,0,0,0
8505,facebookbart-large-cnn,1702,0.4,0,0,0,0,0,0
8506,googlepegasus-xsum,1702,0.4,0,0,0,0,0,0
8507,gpt-3.5-turbo,1702,0.4,0,0,0,0,0,0
8508,t5-large,1702,0.4,0,0,0,0,0,0
8509,RefSum,1702,0.4,0,0,0,0,0,0
8510,facebookbart-large-cnn,1703,0.4,0,0,0,0,0,0
8511,googlepegasus-xsum,1703,0.4,0,0,0,0,0,0
8512,gpt-3.5-turbo,1703,0.4,0,0,0,0,0,0
8513,t5-large,1703,0.4,0,0,0,0,0,0
8514,RefSum,1703,0.4,0,0,0,0,0,0
8515,facebookbart-large-cnn,1704,0.4,0,0,0,0,0,0
8516,googlepegasus-xsum,1704,0.4,0,0,0,0,0,0
8517,gpt-3.5-turbo,1704,0.4,0,0,0,0,0,0
8518,t5-large,1704,0.4,0,0,0,0,0,0
8519,RefSum,1704,0.4,0,0,0,0,0,0
8520,facebookbart-large-cnn,1705,0.4,0,0,0,0,0,0
8521,googlepegasus-xsum,1705,0.4,0,0,0,0,0,0
8522,gpt-3.5-turbo,1705,0.4,0,0,0,0,0,0
8523,t5-large,1705,0.4,0,0,0,0,0,0
8524,RefSum,1705,0.4,0,0,0,0,0,0
8525,facebookbart-large-cnn,1706,0.4,0,0,0,0,0,0
8526,googlepegasus-xsum,1706,0.4,0,0,0,0,0,0
8527,gpt-3.5-turbo,1706,0.4,0,0,0,0,0,0
8528,t5-large,1706,0.4,0,0,0,0,0,0
8529,RefSum,1706,0.4,0,0,0,0,0,0
8530,facebookbart-large-cnn,1707,0.4,0,0,0,0,0,0
8531,googlepegasus-xsum,1707,0.4,0,0,0,0,0,0
8532,gpt-3.5-turbo,1707,0.4,0,0,0,0,0,0
8533,t5-large,1707,0.4,0,0,0,0,0,0
8534,RefSum,1707,0.4,0,0,0,0,0,0
8535,facebookbart-large-cnn,1708,0.4,0,0,0,0,0,0
8536,googlepegasus-xsum,1708,0.4,0,0,0,0,0,0
8537,gpt-3.5-turbo,1708,0.4,0,0,0,0,0,0
8538,t5-large,1708,0.4,0,0,0,0,0,0
8539,RefSum,1708,0.4,0,0,0,0,0,0
8540,facebookbart-large-cnn,1709,0.4,0,0,0,0,0,0
8541,googlepegasus-xsum,1709,0.4,0,0,0,0,0,0
8542,gpt-3.5-turbo,1709,0.4,0,0,0,0,0,0
8543,t5-large,1709,0.4,0,0,0,0,0,0
8544,RefSum,1709,0.4,0,0,0,0,0,0
8545,facebookbart-large-cnn,1710,0.4,0,0,0,0,0,0
8546,googlepegasus-xsum,1710,0.4,0,0,0,0,0,0
8547,gpt-3.5-turbo,1710,0.4,0,0,0,0,0,0
8548,t5-large,1710,0.4,0,0,0,0,0,0
8549,RefSum,1710,0.4,0,0,0,0,0,0
8550,facebookbart-large-cnn,1711,0.4,0,0,0,0,0,0
8551,googlepegasus-xsum,1711,0.4,0,0,0,0,0,0
8552,gpt-3.5-turbo,1711,0.4,0,0,0,0,0,0
8553,t5-large,1711,0.4,0,0,0,0,0,0
8554,RefSum,1711,0.4,0,0,0,0,0,0
8555,facebookbart-large-cnn,1712,0.4,0,0,0,0,0,0
8556,googlepegasus-xsum,1712,0.4,0,0,0,0,0,0
8557,gpt-3.5-turbo,1712,0.4,0,0,0,0,0,0
8558,t5-large,1712,0.4,0,0,0,0,0,0
8559,RefSum,1712,0.4,0,0,0,0,0,0
8560,facebookbart-large-cnn,1713,0.4,0,0,0,0,0,0
8561,googlepegasus-xsum,1713,0.4,0,0,0,0,0,0
8562,gpt-3.5-turbo,1713,0.4,0,0,0,0,0,0
8563,t5-large,1713,0.4,0,0,0,0,0,0
8564,RefSum,1713,0.4,0,0,0,0,0,0
8565,facebookbart-large-cnn,1714,0.4,0,0,0,0,0,0
8566,googlepegasus-xsum,1714,0.4,0,0,0,0,0,0
8567,gpt-3.5-turbo,1714,0.4,0,0,0,0,0,0
8568,t5-large,1714,0.4,0,0,0,0,0,0
8569,RefSum,1714,0.4,0,0,0,0,0,0
8570,facebookbart-large-cnn,1715,0.4,0,0,0,0,0,0
8571,googlepegasus-xsum,1715,0.4,0,0,0,0,0,0
8572,gpt-3.5-turbo,1715,0.4,0,0,0,0,0,0
8573,t5-large,1715,0.4,0,0,0,0,0,0
8574,RefSum,1715,0.4,0,0,0,0,0,0
8575,facebookbart-large-cnn,1716,0.4,0,0,0,0,0,0
8576,googlepegasus-xsum,1716,0.4,0,0,0,0,0,0
8577,gpt-3.5-turbo,1716,0.4,0,0,0,0,0,0
8578,t5-large,1716,0.4,0,0,0,0,0,0
8579,RefSum,1716,0.4,0,0,0,0,0,0
8580,facebookbart-large-cnn,1717,0.4,0,0,0,0,0,0
8581,googlepegasus-xsum,1717,0.4,0,0,0,0,0,0
8582,gpt-3.5-turbo,1717,0.4,0,0,0,0,0,0
8583,t5-large,1717,0.4,0,0,0,0,0,0
8584,RefSum,1717,0.4,0,0,0,0,0,0
8585,facebookbart-large-cnn,1718,0.4,0,0,0,0,0,0
8586,googlepegasus-xsum,1718,0.4,0,0,0,0,0,0
8587,gpt-3.5-turbo,1718,0.4,0,0,0,0,0,0
8588,t5-large,1718,0.4,0,0,0,0,0,0
8589,RefSum,1718,0.4,0,0,0,0,0,0
8590,facebookbart-large-cnn,1719,0.4,0,0,0,0,0,0
8591,googlepegasus-xsum,1719,0.4,0,0,0,0,0,0
8592,gpt-3.5-turbo,1719,0.4,0,0,0,0,0,0
8593,t5-large,1719,0.4,0,0,0,0,0,0
8594,RefSum,1719,0.4,0,0,0,0,0,0
8595,facebookbart-large-cnn,1720,0.4,0,0,0,0,0,0
8596,googlepegasus-xsum,1720,0.4,0,0,0,0,0,0
8597,gpt-3.5-turbo,1720,0.4,0,0,0,0,0,0
8598,t5-large,1720,0.4,0,0,0,0,0,0
8599,RefSum,1720,0.4,0,0,0,0,0,0
8600,facebookbart-large-cnn,1721,0.4,0,0,0,0,0,0
8601,googlepegasus-xsum,1721,0.4,0,0,0,0,0,0
8602,gpt-3.5-turbo,1721,0.4,0,0,0,0,0,0
8603,t5-large,1721,0.4,0,0,0,0,0,0
8604,RefSum,1721,0.4,0,0,0,0,0,0
8605,facebookbart-large-cnn,1722,0.4,0,0,0,0,0,0
8606,googlepegasus-xsum,1722,0.4,0,0,0,0,0,0
8607,gpt-3.5-turbo,1722,0.4,0,0,0,0,0,0
8608,t5-large,1722,0.4,0,0,0,0,0,0
8609,RefSum,1722,0.4,0,0,0,0,0,0
8610,facebookbart-large-cnn,1723,0.4,0,0,0,0,0,0
8611,googlepegasus-xsum,1723,0.4,0,0,0,0,0,0
8612,gpt-3.5-turbo,1723,0.4,0,0,0,0,0,0
8613,t5-large,1723,0.4,0,0,0,0,0,0
8614,RefSum,1723,0.4,0,0,0,0,0,0
8615,facebookbart-large-cnn,1724,0.4,0,0,0,0,0,0
8616,googlepegasus-xsum,1724,0.4,0,0,0,0,0,0
8617,gpt-3.5-turbo,1724,0.4,0,0,0,0,0,0
8618,t5-large,1724,0.4,0,0,0,0,0,0
8619,RefSum,1724,0.4,0,0,0,0,0,0
8620,facebookbart-large-cnn,1725,0.4,0,0,0,0,0,0
8621,googlepegasus-xsum,1725,0.4,0,0,0,0,0,0
8622,gpt-3.5-turbo,1725,0.4,0,0,0,0,0,0
8623,t5-large,1725,0.4,0,0,0,0,0,0
8624,RefSum,1725,0.4,0,0,0,0,0,0
8625,facebookbart-large-cnn,1726,0.4,0,0,0,0,0,0
8626,googlepegasus-xsum,1726,0.4,0,0,0,0,0,0
8627,gpt-3.5-turbo,1726,0.4,0,0,0,0,0,0
8628,t5-large,1726,0.4,0,0,0,0,0,0
8629,RefSum,1726,0.4,0,0,0,0,0,0
8630,facebookbart-large-cnn,1727,0.4,0,0,0,0,0,0
8631,googlepegasus-xsum,1727,0.4,0,0,0,0,0,0
8632,gpt-3.5-turbo,1727,0.4,0,0,0,0,0,0
8633,t5-large,1727,0.4,0,0,0,0,0,0
8634,RefSum,1727,0.4,0,0,0,0,0,0
8635,facebookbart-large-cnn,1728,0.4,0,0,0,0,0,0
8636,googlepegasus-xsum,1728,0.4,0,0,0,0,0,0
8637,gpt-3.5-turbo,1728,0.4,0,0,0,0,0,0
8638,t5-large,1728,0.4,0,0,0,0,0,0
8639,RefSum,1728,0.4,0,0,0,0,0,0
8640,facebookbart-large-cnn,1729,0.4,0,0,0,0,0,0
8641,googlepegasus-xsum,1729,0.4,0,0,0,0,0,0
8642,gpt-3.5-turbo,1729,0.4,0,0,0,0,0,0
8643,t5-large,1729,0.4,0,0,0,0,0,0
8644,RefSum,1729,0.4,0,0,0,0,0,0
8645,facebookbart-large-cnn,1730,0.4,0,0,0,0,0,0
8646,googlepegasus-xsum,1730,0.4,0,0,0,0,0,0
8647,gpt-3.5-turbo,1730,0.4,0,0,0,0,0,0
8648,t5-large,1730,0.4,0,0,0,0,0,0
8649,RefSum,1730,0.4,0,0,0,0,0,0
8650,facebookbart-large-cnn,1731,0.4,0,0,0,0,0,0
8651,googlepegasus-xsum,1731,0.4,0,0,0,0,0,0
8652,gpt-3.5-turbo,1731,0.4,0,0,0,0,0,0
8653,t5-large,1731,0.4,0,0,0,0,0,0
8654,RefSum,1731,0.4,0,0,0,0,0,0
8655,facebookbart-large-cnn,1732,0.4,0,0,0,0,0,0
8656,googlepegasus-xsum,1732,0.4,0,0,0,0,0,0
8657,gpt-3.5-turbo,1732,0.4,0,0,0,0,0,0
8658,t5-large,1732,0.4,0,0,0,0,0,0
8659,RefSum,1732,0.4,0,0,0,0,0,0
8660,facebookbart-large-cnn,1733,0.4,0,0,0,0,0,0
8661,googlepegasus-xsum,1733,0.4,0,0,0,0,0,0
8662,gpt-3.5-turbo,1733,0.4,0,0,0,0,0,0
8663,t5-large,1733,0.4,0,0,0,0,0,0
8664,RefSum,1733,0.4,0,0,0,0,0,0
8665,facebookbart-large-cnn,1734,0.4,0,0,0,0,0,0
8666,googlepegasus-xsum,1734,0.4,0,0,0,0,0,0
8667,gpt-3.5-turbo,1734,0.4,0,0,0,0,0,0
8668,t5-large,1734,0.4,0,0,0,0,0,0
8669,RefSum,1734,0.4,0,0,0,0,0,0
8670,facebookbart-large-cnn,1735,0.4,0,0,0,0,0,0
8671,googlepegasus-xsum,1735,0.4,0,0,0,0,0,0
8672,gpt-3.5-turbo,1735,0.4,0,0,0,0,0,0
8673,t5-large,1735,0.4,0,0,0,0,0,0
8674,RefSum,1735,0.4,0,0,0,0,0,0
8675,facebookbart-large-cnn,1736,0.4,0,0,0,0,0,0
8676,googlepegasus-xsum,1736,0.4,0,0,0,0,0,0
8677,gpt-3.5-turbo,1736,0.4,0,0,0,0,0,0
8678,t5-large,1736,0.4,0,0,0,0,0,0
8679,RefSum,1736,0.4,0,0,0,0,0,0
8680,facebookbart-large-cnn,1737,0.4,0,0,0,0,0,0
8681,googlepegasus-xsum,1737,0.4,0,0,0,0,0,0
8682,gpt-3.5-turbo,1737,0.4,0,0,0,0,0,0
8683,t5-large,1737,0.4,0,0,0,0,0,0
8684,RefSum,1737,0.4,0,0,0,0,0,0
8685,facebookbart-large-cnn,1738,0.4,0,0,0,0,0,0
8686,googlepegasus-xsum,1738,0.4,0,0,0,0,0,0
8687,gpt-3.5-turbo,1738,0.4,0,0,0,0,0,0
8688,t5-large,1738,0.4,0,0,0,0,0,0
8689,RefSum,1738,0.4,0,0,0,0,0,0
8690,facebookbart-large-cnn,1739,0.4,0,0,0,0,0,0
8691,googlepegasus-xsum,1739,0.4,0,0,0,0,0,0
8692,gpt-3.5-turbo,1739,0.4,0,0,0,0,0,0
8693,t5-large,1739,0.4,0,0,0,0,0,0
8694,RefSum,1739,0.4,0,0,0,0,0,0
8695,facebookbart-large-cnn,1740,0.4,0,0,0,0,0,0
8696,googlepegasus-xsum,1740,0.4,0,0,0,0,0,0
8697,gpt-3.5-turbo,1740,0.4,0,0,0,0,0,0
8698,t5-large,1740,0.4,0,0,0,0,0,0
8699,RefSum,1740,0.4,0,0,0,0,0,0
8700,facebookbart-large-cnn,1741,0.4,0,0,0,0,0,0
8701,googlepegasus-xsum,1741,0.4,0,0,0,0,0,0
8702,gpt-3.5-turbo,1741,0.4,0,0,0,0,0,0
8703,t5-large,1741,0.4,0,0,0,0,0,0
8704,RefSum,1741,0.4,0,0,0,0,0,0
8705,facebookbart-large-cnn,1742,0.4,0,0,0,0,0,0
8706,googlepegasus-xsum,1742,0.4,0,0,0,0,0,0
8707,gpt-3.5-turbo,1742,0.4,0,0,0,0,0,0
8708,t5-large,1742,0.4,0,0,0,0,0,0
8709,RefSum,1742,0.4,0,0,0,0,0,0
8710,facebookbart-large-cnn,1743,0.4,0,0,0,0,0,0
8711,googlepegasus-xsum,1743,0.4,0,0,0,0,0,0
8712,gpt-3.5-turbo,1743,0.4,0,0,0,0,0,0
8713,t5-large,1743,0.4,0,0,0,0,0,0
8714,RefSum,1743,0.4,0,0,0,0,0,0
8715,facebookbart-large-cnn,1744,0.4,0,0,0,0,0,0
8716,googlepegasus-xsum,1744,0.4,0,0,0,0,0,0
8717,gpt-3.5-turbo,1744,0.4,0,0,0,0,0,0
8718,t5-large,1744,0.4,0,0,0,0,0,0
8719,RefSum,1744,0.4,0,0,0,0,0,0
8720,facebookbart-large-cnn,1745,0.4,0,0,0,0,0,0
8721,googlepegasus-xsum,1745,0.4,0,0,0,0,0,0
8722,gpt-3.5-turbo,1745,0.4,0,0,0,0,0,0
8723,t5-large,1745,0.4,0,0,0,0,0,0
8724,RefSum,1745,0.4,0,0,0,0,0,0
8725,facebookbart-large-cnn,1746,0.4,0,0,0,0,0,0
8726,googlepegasus-xsum,1746,0.4,0,0,0,0,0,0
8727,gpt-3.5-turbo,1746,0.4,0,0,0,0,0,0
8728,t5-large,1746,0.4,0,0,0,0,0,0
8729,RefSum,1746,0.4,0,0,0,0,0,0
8730,facebookbart-large-cnn,1747,0.4,0,0,0,0,0,0
8731,googlepegasus-xsum,1747,0.4,0,0,0,0,0,0
8732,gpt-3.5-turbo,1747,0.4,0,0,0,0,0,0
8733,t5-large,1747,0.4,0,0,0,0,0,0
8734,RefSum,1747,0.4,0,0,0,0,0,0
8735,facebookbart-large-cnn,1748,0.4,0,0,0,0,0,0
8736,googlepegasus-xsum,1748,0.4,0,0,0,0,0,0
8737,gpt-3.5-turbo,1748,0.4,0,0,0,0,0,0
8738,t5-large,1748,0.4,0,0,0,0,0,0
8739,RefSum,1748,0.4,0,0,0,0,0,0
8740,facebookbart-large-cnn,1749,0.4,0,0,0,0,0,0
8741,googlepegasus-xsum,1749,0.4,0,0,0,0,0,0
8742,gpt-3.5-turbo,1749,0.4,0,0,0,0,0,0
8743,t5-large,1749,0.4,0,0,0,0,0,0
8744,RefSum,1749,0.4,0,0,0,0,0,0
8745,facebookbart-large-cnn,1750,0.4,0,0,0,0,0,0
8746,googlepegasus-xsum,1750,0.4,0,0,0,0,0,0
8747,gpt-3.5-turbo,1750,0.4,0,0,0,0,0,0
8748,t5-large,1750,0.4,0,0,0,0,0,0
8749,RefSum,1750,0.4,0,0,0,0,0,0
8750,facebookbart-large-cnn,1751,0.4,0,0,0,0,0,0
8751,googlepegasus-xsum,1751,0.4,0,0,0,0,0,0
8752,gpt-3.5-turbo,1751,0.4,0,0,0,0,0,0
8753,t5-large,1751,0.4,0,0,0,0,0,0
8754,RefSum,1751,0.4,0,0,0,0,0,0
8755,facebookbart-large-cnn,1752,0.4,0,0,0,0,0,0
8756,googlepegasus-xsum,1752,0.4,0,0,0,0,0,0
8757,gpt-3.5-turbo,1752,0.4,0,0,0,0,0,0
8758,t5-large,1752,0.4,0,0,0,0,0,0
8759,RefSum,1752,0.4,0,0,0,0,0,0
8760,facebookbart-large-cnn,1753,0.4,0,0,0,0,0,0
8761,googlepegasus-xsum,1753,0.4,0,0,0,0,0,0
8762,gpt-3.5-turbo,1753,0.4,0,0,0,0,0,0
8763,t5-large,1753,0.4,0,0,0,0,0,0
8764,RefSum,1753,0.4,0,0,0,0,0,0
8765,facebookbart-large-cnn,1754,0.4,0,0,0,0,0,0
8766,googlepegasus-xsum,1754,0.4,0,0,0,0,0,0
8767,gpt-3.5-turbo,1754,0.4,0,0,0,0,0,0
8768,t5-large,1754,0.4,0,0,0,0,0,0
8769,RefSum,1754,0.4,0,0,0,0,0,0
8770,facebookbart-large-cnn,1755,0.4,0,0,0,0,0,0
8771,googlepegasus-xsum,1755,0.4,0,0,0,0,0,0
8772,gpt-3.5-turbo,1755,0.4,0,0,0,0,0,0
8773,t5-large,1755,0.4,0,0,0,0,0,0
8774,RefSum,1755,0.4,0,0,0,0,0,0
8775,facebookbart-large-cnn,1756,0.4,0,0,0,0,0,0
8776,googlepegasus-xsum,1756,0.4,0,0,0,0,0,0
8777,gpt-3.5-turbo,1756,0.4,0,0,0,0,0,0
8778,t5-large,1756,0.4,0,0,0,0,0,0
8779,RefSum,1756,0.4,0,0,0,0,0,0
8780,facebookbart-large-cnn,1757,0.4,0,0,0,0,0,0
8781,googlepegasus-xsum,1757,0.4,0,0,0,0,0,0
