,Model,Sentence ID,EHI,Extractiveness Factor (EF),Positive Hallucination (PH),Over Focus (OF),Negative Hallucination (NH),Lost Focus (LF),Entity F1 Score
38855,facebookbart-large-cnn,7772,0.4,0,0,0,0,0,0
38856,googlepegasus-xsum,7772,0.4,0,0,0,0,0,0
38857,gpt-3.5-turbo,7772,0.4,0,0,0,0,0,0
38858,t5-large,7772,0.4,0,0,0,0,0,0
38859,RefSum,7772,0.4,0,0,0,0,0,0
38860,facebookbart-large-cnn,7773,0.4,0,0,0,0,0,0
38861,googlepegasus-xsum,7773,0.4,0,0,0,0,0,0
38862,gpt-3.5-turbo,7773,0.4,0,0,0,0,0,0
38863,t5-large,7773,0.4,0,0,0,0,0,0
38864,RefSum,7773,0.4,0,0,0,0,0,0
38865,facebookbart-large-cnn,7774,0.4,0,0,0,0,0,0
38866,googlepegasus-xsum,7774,0.4,0,0,0,0,0,0
38867,gpt-3.5-turbo,7774,0.4,0,0,0,0,0,0
38868,t5-large,7774,0.4,0,0,0,0,0,0
38869,RefSum,7774,0.4,0,0,0,0,0,0
38870,facebookbart-large-cnn,7775,0.4,0,0,0,0,0,0
38871,googlepegasus-xsum,7775,0.4,0,0,0,0,0,0
38872,gpt-3.5-turbo,7775,0.4,0,0,0,0,0,0
38873,t5-large,7775,0.4,0,0,0,0,0,0
38874,RefSum,7775,0.4,0,0,0,0,0,0
38875,facebookbart-large-cnn,7776,0.4,0,0,0,0,0,0
38876,googlepegasus-xsum,7776,0.4,0,0,0,0,0,0
38877,gpt-3.5-turbo,7776,0.4,0,0,0,0,0,0
38878,t5-large,7776,0.4,0,0,0,0,0,0
38879,RefSum,7776,0.4,0,0,0,0,0,0
38880,facebookbart-large-cnn,7777,0.4,0,0,0,0,0,0
38881,googlepegasus-xsum,7777,0.4,0,0,0,0,0,0
38882,gpt-3.5-turbo,7777,0.4,0,0,0,0,0,0
38883,t5-large,7777,0.4,0,0,0,0,0,0
38884,RefSum,7777,0.4,0,0,0,0,0,0
38885,facebookbart-large-cnn,7778,0.4,0,0,0,0,0,0
38886,googlepegasus-xsum,7778,0.4,0,0,0,0,0,0
38887,gpt-3.5-turbo,7778,0.4,0,0,0,0,0,0
38888,t5-large,7778,0.4,0,0,0,0,0,0
38889,RefSum,7778,0.4,0,0,0,0,0,0
38890,facebookbart-large-cnn,7779,0.4,0,0,0,0,0,0
38891,googlepegasus-xsum,7779,0.4,0,0,0,0,0,0
38892,gpt-3.5-turbo,7779,0.4,0,0,0,0,0,0
38893,t5-large,7779,0.4,0,0,0,0,0,0
38894,RefSum,7779,0.4,0,0,0,0,0,0
38895,facebookbart-large-cnn,7780,0.4,0,0,0,0,0,0
38896,googlepegasus-xsum,7780,0.4,0,0,0,0,0,0
38897,gpt-3.5-turbo,7780,0.4,0,0,0,0,0,0
38898,t5-large,7780,0.4,0,0,0,0,0,0
38899,RefSum,7780,0.4,0,0,0,0,0,0
38900,facebookbart-large-cnn,7781,0.4,0,0,0,0,0,0
38901,googlepegasus-xsum,7781,0.4,0,0,0,0,0,0
38902,gpt-3.5-turbo,7781,0.4,0,0,0,0,0,0
38903,t5-large,7781,0.4,0,0,0,0,0,0
38904,RefSum,7781,0.4,0,0,0,0,0,0
38905,facebookbart-large-cnn,7782,0.4,0,0,0,0,0,0
38906,googlepegasus-xsum,7782,0.4,0,0,0,0,0,0
38907,gpt-3.5-turbo,7782,0.4,0,0,0,0,0,0
38908,t5-large,7782,0.4,0,0,0,0,0,0
38909,RefSum,7782,0.4,0,0,0,0,0,0
38910,facebookbart-large-cnn,7783,0.4,0,0,0,0,0,0
38911,googlepegasus-xsum,7783,0.4,0,0,0,0,0,0
38912,gpt-3.5-turbo,7783,0.4,0,0,0,0,0,0
38913,t5-large,7783,0.4,0,0,0,0,0,0
38914,RefSum,7783,0.4,0,0,0,0,0,0
38915,facebookbart-large-cnn,7784,0.4,0,0,0,0,0,0
38916,googlepegasus-xsum,7784,0.4,0,0,0,0,0,0
38917,gpt-3.5-turbo,7784,0.4,0,0,0,0,0,0
38918,t5-large,7784,0.4,0,0,0,0,0,0
38919,RefSum,7784,0.4,0,0,0,0,0,0
38920,facebookbart-large-cnn,7785,0.4,0,0,0,0,0,0
38921,googlepegasus-xsum,7785,0.4,0,0,0,0,0,0
38922,gpt-3.5-turbo,7785,0.4,0,0,0,0,0,0
38923,t5-large,7785,0.4,0,0,0,0,0,0
38924,RefSum,7785,0.4,0,0,0,0,0,0
38925,facebookbart-large-cnn,7786,0.4,0,0,0,0,0,0
38926,googlepegasus-xsum,7786,0.4,0,0,0,0,0,0
38927,gpt-3.5-turbo,7786,0.4,0,0,0,0,0,0
38928,t5-large,7786,0.4,0,0,0,0,0,0
38929,RefSum,7786,0.4,0,0,0,0,0,0
38930,facebookbart-large-cnn,7787,0.4,0,0,0,0,0,0
38931,googlepegasus-xsum,7787,0.4,0,0,0,0,0,0
38932,gpt-3.5-turbo,7787,0.4,0,0,0,0,0,0
38933,t5-large,7787,0.4,0,0,0,0,0,0
38934,RefSum,7787,0.4,0,0,0,0,0,0
38935,facebookbart-large-cnn,7788,0.4,0,0,0,0,0,0
38936,googlepegasus-xsum,7788,0.4,0,0,0,0,0,0
38937,gpt-3.5-turbo,7788,0.4,0,0,0,0,0,0
38938,t5-large,7788,0.4,0,0,0,0,0,0
38939,RefSum,7788,0.4,0,0,0,0,0,0
38940,facebookbart-large-cnn,7789,0.4,0,0,0,0,0,0
38941,googlepegasus-xsum,7789,0.4,0,0,0,0,0,0
38942,gpt-3.5-turbo,7789,0.4,0,0,0,0,0,0
38943,t5-large,7789,0.4,0,0,0,0,0,0
38944,RefSum,7789,0.4,0,0,0,0,0,0
38945,facebookbart-large-cnn,7790,0.4,0,0,0,0,0,0
38946,googlepegasus-xsum,7790,0.4,0,0,0,0,0,0
38947,gpt-3.5-turbo,7790,0.4,0,0,0,0,0,0
38948,t5-large,7790,0.4,0,0,0,0,0,0
38949,RefSum,7790,0.4,0,0,0,0,0,0
38950,facebookbart-large-cnn,7791,0.4,0,0,0,0,0,0
38951,googlepegasus-xsum,7791,0.4,0,0,0,0,0,0
38952,gpt-3.5-turbo,7791,0.4,0,0,0,0,0,0
38953,t5-large,7791,0.4,0,0,0,0,0,0
38954,RefSum,7791,0.4,0,0,0,0,0,0
38955,facebookbart-large-cnn,7792,0.4,0,0,0,0,0,0
38956,googlepegasus-xsum,7792,0.4,0,0,0,0,0,0
38957,gpt-3.5-turbo,7792,0.4,0,0,0,0,0,0
38958,t5-large,7792,0.4,0,0,0,0,0,0
38959,RefSum,7792,0.4,0,0,0,0,0,0
38960,facebookbart-large-cnn,7793,0.4,0,0,0,0,0,0
38961,googlepegasus-xsum,7793,0.4,0,0,0,0,0,0
38962,gpt-3.5-turbo,7793,0.4,0,0,0,0,0,0
38963,t5-large,7793,0.4,0,0,0,0,0,0
38964,RefSum,7793,0.4,0,0,0,0,0,0
38965,facebookbart-large-cnn,7794,0.4,0,0,0,0,0,0
38966,googlepegasus-xsum,7794,0.4,0,0,0,0,0,0
38967,gpt-3.5-turbo,7794,0.4,0,0,0,0,0,0
38968,t5-large,7794,0.4,0,0,0,0,0,0
38969,RefSum,7794,0.4,0,0,0,0,0,0
38970,facebookbart-large-cnn,7795,0.4,0,0,0,0,0,0
38971,googlepegasus-xsum,7795,0.4,0,0,0,0,0,0
38972,gpt-3.5-turbo,7795,0.4,0,0,0,0,0,0
38973,t5-large,7795,0.4,0,0,0,0,0,0
38974,RefSum,7795,0.4,0,0,0,0,0,0
38975,facebookbart-large-cnn,7796,0.4,0,0,0,0,0,0
38976,googlepegasus-xsum,7796,0.4,0,0,0,0,0,0
38977,gpt-3.5-turbo,7796,0.4,0,0,0,0,0,0
38978,t5-large,7796,0.4,0,0,0,0,0,0
38979,RefSum,7796,0.4,0,0,0,0,0,0
38980,facebookbart-large-cnn,7797,0.4,0,0,0,0,0,0
38981,googlepegasus-xsum,7797,0.4,0,0,0,0,0,0
38982,gpt-3.5-turbo,7797,0.4,0,0,0,0,0,0
38983,t5-large,7797,0.4,0,0,0,0,0,0
38984,RefSum,7797,0.4,0,0,0,0,0,0
38985,facebookbart-large-cnn,7798,0.4,0,0,0,0,0,0
38986,googlepegasus-xsum,7798,0.4,0,0,0,0,0,0
38987,gpt-3.5-turbo,7798,0.4,0,0,0,0,0,0
38988,t5-large,7798,0.4,0,0,0,0,0,0
38989,RefSum,7798,0.4,0,0,0,0,0,0
38990,facebookbart-large-cnn,7799,0.4,0,0,0,0,0,0
38991,googlepegasus-xsum,7799,0.4,0,0,0,0,0,0
38992,gpt-3.5-turbo,7799,0.4,0,0,0,0,0,0
38993,t5-large,7799,0.4,0,0,0,0,0,0
38994,RefSum,7799,0.4,0,0,0,0,0,0
38995,facebookbart-large-cnn,7800,0.4,0,0,0,0,0,0
38996,googlepegasus-xsum,7800,0.4,0,0,0,0,0,0
38997,gpt-3.5-turbo,7800,0.4,0,0,0,0,0,0
38998,t5-large,7800,0.4,0,0,0,0,0,0
38999,RefSum,7800,0.4,0,0,0,0,0,0
39000,facebookbart-large-cnn,7801,0.4,0,0,0,0,0,0
39001,googlepegasus-xsum,7801,0.4,0,0,0,0,0,0
39002,gpt-3.5-turbo,7801,0.4,0,0,0,0,0,0
39003,t5-large,7801,0.4,0,0,0,0,0,0
39004,RefSum,7801,0.4,0,0,0,0,0,0
39005,facebookbart-large-cnn,7802,0.4,0,0,0,0,0,0
39006,googlepegasus-xsum,7802,0.4,0,0,0,0,0,0
39007,gpt-3.5-turbo,7802,0.4,0,0,0,0,0,0
39008,t5-large,7802,0.4,0,0,0,0,0,0
39009,RefSum,7802,0.4,0,0,0,0,0,0
39010,facebookbart-large-cnn,7803,0.4,0,0,0,0,0,0
39011,googlepegasus-xsum,7803,0.4,0,0,0,0,0,0
39012,gpt-3.5-turbo,7803,0.4,0,0,0,0,0,0
39013,t5-large,7803,0.4,0,0,0,0,0,0
39014,RefSum,7803,0.4,0,0,0,0,0,0
39015,facebookbart-large-cnn,7804,0.4,0,0,0,0,0,0
39016,googlepegasus-xsum,7804,0.4,0,0,0,0,0,0
39017,gpt-3.5-turbo,7804,0.4,0,0,0,0,0,0
39018,t5-large,7804,0.4,0,0,0,0,0,0
39019,RefSum,7804,0.4,0,0,0,0,0,0
39020,facebookbart-large-cnn,7805,0.4,0,0,0,0,0,0
39021,googlepegasus-xsum,7805,0.4,0,0,0,0,0,0
39022,gpt-3.5-turbo,7805,0.4,0,0,0,0,0,0
39023,t5-large,7805,0.4,0,0,0,0,0,0
39024,RefSum,7805,0.4,0,0,0,0,0,0
39025,facebookbart-large-cnn,7806,0.4,0,0,0,0,0,0
39026,googlepegasus-xsum,7806,0.4,0,0,0,0,0,0
39027,gpt-3.5-turbo,7806,0.4,0,0,0,0,0,0
39028,t5-large,7806,0.4,0,0,0,0,0,0
39029,RefSum,7806,0.4,0,0,0,0,0,0
39030,facebookbart-large-cnn,7807,0.4,0,0,0,0,0,0
39031,googlepegasus-xsum,7807,0.4,0,0,0,0,0,0
39032,gpt-3.5-turbo,7807,0.4,0,0,0,0,0,0
39033,t5-large,7807,0.4,0,0,0,0,0,0
39034,RefSum,7807,0.4,0,0,0,0,0,0
39035,facebookbart-large-cnn,7808,0.4,0,0,0,0,0,0
39036,googlepegasus-xsum,7808,0.4,0,0,0,0,0,0
39037,gpt-3.5-turbo,7808,0.4,0,0,0,0,0,0
39038,t5-large,7808,0.4,0,0,0,0,0,0
39039,RefSum,7808,0.4,0,0,0,0,0,0
39040,facebookbart-large-cnn,7809,0.4,0,0,0,0,0,0
39041,googlepegasus-xsum,7809,0.4,0,0,0,0,0,0
39042,gpt-3.5-turbo,7809,0.4,0,0,0,0,0,0
39043,t5-large,7809,0.4,0,0,0,0,0,0
39044,RefSum,7809,0.4,0,0,0,0,0,0
39045,facebookbart-large-cnn,7810,0.4,0,0,0,0,0,0
39046,googlepegasus-xsum,7810,0.4,0,0,0,0,0,0
39047,gpt-3.5-turbo,7810,0.4,0,0,0,0,0,0
39048,t5-large,7810,0.4,0,0,0,0,0,0
39049,RefSum,7810,0.4,0,0,0,0,0,0
39050,facebookbart-large-cnn,7811,0.4,0,0,0,0,0,0
39051,googlepegasus-xsum,7811,0.4,0,0,0,0,0,0
39052,gpt-3.5-turbo,7811,0.4,0,0,0,0,0,0
39053,t5-large,7811,0.4,0,0,0,0,0,0
39054,RefSum,7811,0.4,0,0,0,0,0,0
39055,facebookbart-large-cnn,7812,0.4,0,0,0,0,0,0
39056,googlepegasus-xsum,7812,0.4,0,0,0,0,0,0
39057,gpt-3.5-turbo,7812,0.4,0,0,0,0,0,0
39058,t5-large,7812,0.4,0,0,0,0,0,0
39059,RefSum,7812,0.4,0,0,0,0,0,0
39060,facebookbart-large-cnn,7813,0.4,0,0,0,0,0,0
39061,googlepegasus-xsum,7813,0.4,0,0,0,0,0,0
39062,gpt-3.5-turbo,7813,0.4,0,0,0,0,0,0
39063,t5-large,7813,0.4,0,0,0,0,0,0
39064,RefSum,7813,0.4,0,0,0,0,0,0
39065,facebookbart-large-cnn,7814,0.4,0,0,0,0,0,0
39066,googlepegasus-xsum,7814,0.4,0,0,0,0,0,0
39067,gpt-3.5-turbo,7814,0.4,0,0,0,0,0,0
39068,t5-large,7814,0.4,0,0,0,0,0,0
39069,RefSum,7814,0.4,0,0,0,0,0,0
39070,facebookbart-large-cnn,7815,0.4,0,0,0,0,0,0
39071,googlepegasus-xsum,7815,0.4,0,0,0,0,0,0
39072,gpt-3.5-turbo,7815,0.4,0,0,0,0,0,0
39073,t5-large,7815,0.4,0,0,0,0,0,0
39074,RefSum,7815,0.4,0,0,0,0,0,0
39075,facebookbart-large-cnn,7816,0.4,0,0,0,0,0,0
39076,googlepegasus-xsum,7816,0.4,0,0,0,0,0,0
39077,gpt-3.5-turbo,7816,0.4,0,0,0,0,0,0
39078,t5-large,7816,0.4,0,0,0,0,0,0
39079,RefSum,7816,0.4,0,0,0,0,0,0
39080,facebookbart-large-cnn,7817,0.4,0,0,0,0,0,0
39081,googlepegasus-xsum,7817,0.4,0,0,0,0,0,0
39082,gpt-3.5-turbo,7817,0.4,0,0,0,0,0,0
39083,t5-large,7817,0.4,0,0,0,0,0,0
39084,RefSum,7817,0.4,0,0,0,0,0,0
39085,facebookbart-large-cnn,7818,0.4,0,0,0,0,0,0
39086,googlepegasus-xsum,7818,0.4,0,0,0,0,0,0
39087,gpt-3.5-turbo,7818,0.4,0,0,0,0,0,0
39088,t5-large,7818,0.4,0,0,0,0,0,0
39089,RefSum,7818,0.4,0,0,0,0,0,0
39090,facebookbart-large-cnn,7819,0.4,0,0,0,0,0,0
39091,googlepegasus-xsum,7819,0.4,0,0,0,0,0,0
39092,gpt-3.5-turbo,7819,0.4,0,0,0,0,0,0
39093,t5-large,7819,0.4,0,0,0,0,0,0
39094,RefSum,7819,0.4,0,0,0,0,0,0
39095,facebookbart-large-cnn,7820,0.4,0,0,0,0,0,0
39096,googlepegasus-xsum,7820,0.4,0,0,0,0,0,0
39097,gpt-3.5-turbo,7820,0.4,0,0,0,0,0,0
39098,t5-large,7820,0.4,0,0,0,0,0,0
39099,RefSum,7820,0.4,0,0,0,0,0,0
39100,facebookbart-large-cnn,7821,0.4,0,0,0,0,0,0
39101,googlepegasus-xsum,7821,0.4,0,0,0,0,0,0
39102,gpt-3.5-turbo,7821,0.4,0,0,0,0,0,0
39103,t5-large,7821,0.4,0,0,0,0,0,0
39104,RefSum,7821,0.4,0,0,0,0,0,0
39105,facebookbart-large-cnn,7822,0.4,0,0,0,0,0,0
39106,googlepegasus-xsum,7822,0.4,0,0,0,0,0,0
39107,gpt-3.5-turbo,7822,0.4,0,0,0,0,0,0
39108,t5-large,7822,0.4,0,0,0,0,0,0
39109,RefSum,7822,0.4,0,0,0,0,0,0
39110,facebookbart-large-cnn,7823,0.4,0,0,0,0,0,0
39111,googlepegasus-xsum,7823,0.4,0,0,0,0,0,0
39112,gpt-3.5-turbo,7823,0.4,0,0,0,0,0,0
39113,t5-large,7823,0.4,0,0,0,0,0,0
39114,RefSum,7823,0.4,0,0,0,0,0,0
39115,facebookbart-large-cnn,7824,0.4,0,0,0,0,0,0
39116,googlepegasus-xsum,7824,0.4,0,0,0,0,0,0
39117,gpt-3.5-turbo,7824,0.4,0,0,0,0,0,0
39118,t5-large,7824,0.4,0,0,0,0,0,0
39119,RefSum,7824,0.4,0,0,0,0,0,0
39120,facebookbart-large-cnn,7825,0.4,0,0,0,0,0,0
39121,googlepegasus-xsum,7825,0.4,0,0,0,0,0,0
39122,gpt-3.5-turbo,7825,0.4,0,0,0,0,0,0
39123,t5-large,7825,0.4,0,0,0,0,0,0
39124,RefSum,7825,0.4,0,0,0,0,0,0
39125,facebookbart-large-cnn,7826,0.4,0,0,0,0,0,0
39126,googlepegasus-xsum,7826,0.4,0,0,0,0,0,0
39127,gpt-3.5-turbo,7826,0.4,0,0,0,0,0,0
39128,t5-large,7826,0.4,0,0,0,0,0,0
39129,RefSum,7826,0.4,0,0,0,0,0,0
39130,facebookbart-large-cnn,7827,0.4,0,0,0,0,0,0
39131,googlepegasus-xsum,7827,0.4,0,0,0,0,0,0
39132,gpt-3.5-turbo,7827,0.4,0,0,0,0,0,0
39133,t5-large,7827,0.4,0,0,0,0,0,0
39134,RefSum,7827,0.4,0,0,0,0,0,0
39135,facebookbart-large-cnn,7828,0.4,0,0,0,0,0,0
39136,googlepegasus-xsum,7828,0.4,0,0,0,0,0,0
39137,gpt-3.5-turbo,7828,0.4,0,0,0,0,0,0
39138,t5-large,7828,0.4,0,0,0,0,0,0
39139,RefSum,7828,0.4,0,0,0,0,0,0
39140,facebookbart-large-cnn,7829,0.4,0,0,0,0,0,0
39141,googlepegasus-xsum,7829,0.4,0,0,0,0,0,0
39142,gpt-3.5-turbo,7829,0.4,0,0,0,0,0,0
39143,t5-large,7829,0.4,0,0,0,0,0,0
39144,RefSum,7829,0.4,0,0,0,0,0,0
39145,facebookbart-large-cnn,7830,0.4,0,0,0,0,0,0
39146,googlepegasus-xsum,7830,0.4,0,0,0,0,0,0
39147,gpt-3.5-turbo,7830,0.4,0,0,0,0,0,0
39148,t5-large,7830,0.4,0,0,0,0,0,0
39149,RefSum,7830,0.4,0,0,0,0,0,0
39150,facebookbart-large-cnn,7831,0.4,0,0,0,0,0,0
39151,googlepegasus-xsum,7831,0.4,0,0,0,0,0,0
39152,gpt-3.5-turbo,7831,0.4,0,0,0,0,0,0
39153,t5-large,7831,0.4,0,0,0,0,0,0
39154,RefSum,7831,0.4,0,0,0,0,0,0
39155,facebookbart-large-cnn,7832,0.4,0,0,0,0,0,0
39156,googlepegasus-xsum,7832,0.4,0,0,0,0,0,0
39157,gpt-3.5-turbo,7832,0.4,0,0,0,0,0,0
39158,t5-large,7832,0.4,0,0,0,0,0,0
39159,RefSum,7832,0.4,0,0,0,0,0,0
39160,facebookbart-large-cnn,7833,0.4,0,0,0,0,0,0
39161,googlepegasus-xsum,7833,0.4,0,0,0,0,0,0
39162,gpt-3.5-turbo,7833,0.4,0,0,0,0,0,0
39163,t5-large,7833,0.4,0,0,0,0,0,0
39164,RefSum,7833,0.4,0,0,0,0,0,0
39165,facebookbart-large-cnn,7834,0.4,0,0,0,0,0,0
39166,googlepegasus-xsum,7834,0.4,0,0,0,0,0,0
39167,gpt-3.5-turbo,7834,0.4,0,0,0,0,0,0
39168,t5-large,7834,0.4,0,0,0,0,0,0
39169,RefSum,7834,0.4,0,0,0,0,0,0
39170,facebookbart-large-cnn,7835,0.4,0,0,0,0,0,0
39171,googlepegasus-xsum,7835,0.4,0,0,0,0,0,0
39172,gpt-3.5-turbo,7835,0.4,0,0,0,0,0,0
39173,t5-large,7835,0.4,0,0,0,0,0,0
39174,RefSum,7835,0.4,0,0,0,0,0,0
39175,facebookbart-large-cnn,7836,0.4,0,0,0,0,0,0
39176,googlepegasus-xsum,7836,0.4,0,0,0,0,0,0
39177,gpt-3.5-turbo,7836,0.4,0,0,0,0,0,0
39178,t5-large,7836,0.4,0,0,0,0,0,0
39179,RefSum,7836,0.4,0,0,0,0,0,0
39180,facebookbart-large-cnn,7837,0.4,0,0,0,0,0,0
39181,googlepegasus-xsum,7837,0.4,0,0,0,0,0,0
39182,gpt-3.5-turbo,7837,0.4,0,0,0,0,0,0
39183,t5-large,7837,0.4,0,0,0,0,0,0
39184,RefSum,7837,0.4,0,0,0,0,0,0
39185,facebookbart-large-cnn,7838,0.4,0,0,0,0,0,0
39186,googlepegasus-xsum,7838,0.4,0,0,0,0,0,0
39187,gpt-3.5-turbo,7838,0.4,0,0,0,0,0,0
39188,t5-large,7838,0.4,0,0,0,0,0,0
39189,RefSum,7838,0.4,0,0,0,0,0,0
39190,facebookbart-large-cnn,7839,0.4,0,0,0,0,0,0
39191,googlepegasus-xsum,7839,0.4,0,0,0,0,0,0
39192,gpt-3.5-turbo,7839,0.4,0,0,0,0,0,0
39193,t5-large,7839,0.4,0,0,0,0,0,0
39194,RefSum,7839,0.4,0,0,0,0,0,0
39195,facebookbart-large-cnn,7840,0.4,0,0,0,0,0,0
39196,googlepegasus-xsum,7840,0.4,0,0,0,0,0,0
39197,gpt-3.5-turbo,7840,0.4,0,0,0,0,0,0
39198,t5-large,7840,0.4,0,0,0,0,0,0
39199,RefSum,7840,0.4,0,0,0,0,0,0
39200,facebookbart-large-cnn,7841,0.4,0,0,0,0,0,0
39201,googlepegasus-xsum,7841,0.4,0,0,0,0,0,0
39202,gpt-3.5-turbo,7841,0.4,0,0,0,0,0,0
39203,t5-large,7841,0.4,0,0,0,0,0,0
39204,RefSum,7841,0.4,0,0,0,0,0,0
39205,facebookbart-large-cnn,7842,0.4,0,0,0,0,0,0
39206,googlepegasus-xsum,7842,0.4,0,0,0,0,0,0
39207,gpt-3.5-turbo,7842,0.4,0,0,0,0,0,0
39208,t5-large,7842,0.4,0,0,0,0,0,0
39209,RefSum,7842,0.4,0,0,0,0,0,0
39210,facebookbart-large-cnn,7843,0.4,0,0,0,0,0,0
39211,googlepegasus-xsum,7843,0.4,0,0,0,0,0,0
39212,gpt-3.5-turbo,7843,0.4,0,0,0,0,0,0
39213,t5-large,7843,0.4,0,0,0,0,0,0
39214,RefSum,7843,0.4,0,0,0,0,0,0
39215,facebookbart-large-cnn,7844,0.4,0,0,0,0,0,0
39216,googlepegasus-xsum,7844,0.4,0,0,0,0,0,0
39217,gpt-3.5-turbo,7844,0.4,0,0,0,0,0,0
39218,t5-large,7844,0.4,0,0,0,0,0,0
39219,RefSum,7844,0.4,0,0,0,0,0,0
39220,facebookbart-large-cnn,7845,0.4,0,0,0,0,0,0
39221,googlepegasus-xsum,7845,0.4,0,0,0,0,0,0
39222,gpt-3.5-turbo,7845,0.4,0,0,0,0,0,0
39223,t5-large,7845,0.4,0,0,0,0,0,0
39224,RefSum,7845,0.4,0,0,0,0,0,0
39225,facebookbart-large-cnn,7846,0.4,0,0,0,0,0,0
39226,googlepegasus-xsum,7846,0.4,0,0,0,0,0,0
39227,gpt-3.5-turbo,7846,0.4,0,0,0,0,0,0
39228,t5-large,7846,0.4,0,0,0,0,0,0
39229,RefSum,7846,0.4,0,0,0,0,0,0
39230,facebookbart-large-cnn,7847,0.4,0,0,0,0,0,0
39231,googlepegasus-xsum,7847,0.4,0,0,0,0,0,0
39232,gpt-3.5-turbo,7847,0.4,0,0,0,0,0,0
39233,t5-large,7847,0.4,0,0,0,0,0,0
39234,RefSum,7847,0.4,0,0,0,0,0,0
39235,facebookbart-large-cnn,7848,0.4,0,0,0,0,0,0
39236,googlepegasus-xsum,7848,0.4,0,0,0,0,0,0
39237,gpt-3.5-turbo,7848,0.4,0,0,0,0,0,0
39238,t5-large,7848,0.4,0,0,0,0,0,0
39239,RefSum,7848,0.4,0,0,0,0,0,0
39240,facebookbart-large-cnn,7849,0.4,0,0,0,0,0,0
39241,googlepegasus-xsum,7849,0.4,0,0,0,0,0,0
39242,gpt-3.5-turbo,7849,0.4,0,0,0,0,0,0
39243,t5-large,7849,0.4,0,0,0,0,0,0
39244,RefSum,7849,0.4,0,0,0,0,0,0
39245,facebookbart-large-cnn,7850,0.4,0,0,0,0,0,0
39246,googlepegasus-xsum,7850,0.4,0,0,0,0,0,0
39247,gpt-3.5-turbo,7850,0.4,0,0,0,0,0,0
39248,t5-large,7850,0.4,0,0,0,0,0,0
39249,RefSum,7850,0.4,0,0,0,0,0,0
39250,facebookbart-large-cnn,7851,0.4,0,0,0,0,0,0
39251,googlepegasus-xsum,7851,0.4,0,0,0,0,0,0
39252,gpt-3.5-turbo,7851,0.4,0,0,0,0,0,0
39253,t5-large,7851,0.4,0,0,0,0,0,0
39254,RefSum,7851,0.4,0,0,0,0,0,0
39255,facebookbart-large-cnn,7852,0.4,0,0,0,0,0,0
39256,googlepegasus-xsum,7852,0.4,0,0,0,0,0,0
39257,gpt-3.5-turbo,7852,0.4,0,0,0,0,0,0
39258,t5-large,7852,0.4,0,0,0,0,0,0
39259,RefSum,7852,0.4,0,0,0,0,0,0
39260,facebookbart-large-cnn,7853,0.4,0,0,0,0,0,0
39261,googlepegasus-xsum,7853,0.4,0,0,0,0,0,0
39262,gpt-3.5-turbo,7853,0.4,0,0,0,0,0,0
39263,t5-large,7853,0.4,0,0,0,0,0,0
39264,RefSum,7853,0.4,0,0,0,0,0,0
39265,facebookbart-large-cnn,7854,0.4,0,0,0,0,0,0
39266,googlepegasus-xsum,7854,0.4,0,0,0,0,0,0
39267,gpt-3.5-turbo,7854,0.4,0,0,0,0,0,0
39268,t5-large,7854,0.4,0,0,0,0,0,0
39269,RefSum,7854,0.4,0,0,0,0,0,0
39270,facebookbart-large-cnn,7855,0.4,0,0,0,0,0,0
39271,googlepegasus-xsum,7855,0.4,0,0,0,0,0,0
39272,gpt-3.5-turbo,7855,0.4,0,0,0,0,0,0
39273,t5-large,7855,0.4,0,0,0,0,0,0
39274,RefSum,7855,0.4,0,0,0,0,0,0
39275,facebookbart-large-cnn,7856,0.4,0,0,0,0,0,0
39276,googlepegasus-xsum,7856,0.4,0,0,0,0,0,0
39277,gpt-3.5-turbo,7856,0.4,0,0,0,0,0,0
39278,t5-large,7856,0.4,0,0,0,0,0,0
39279,RefSum,7856,0.4,0,0,0,0,0,0
39280,facebookbart-large-cnn,7857,0.4,0,0,0,0,0,0
39281,googlepegasus-xsum,7857,0.4,0,0,0,0,0,0
39282,gpt-3.5-turbo,7857,0.4,0,0,0,0,0,0
39283,t5-large,7857,0.4,0,0,0,0,0,0
39284,RefSum,7857,0.4,0,0,0,0,0,0
39285,facebookbart-large-cnn,7858,0.4,0,0,0,0,0,0
39286,googlepegasus-xsum,7858,0.4,0,0,0,0,0,0
39287,gpt-3.5-turbo,7858,0.4,0,0,0,0,0,0
39288,t5-large,7858,0.4,0,0,0,0,0,0
39289,RefSum,7858,0.4,0,0,0,0,0,0
39290,facebookbart-large-cnn,7859,0.4,0,0,0,0,0,0
39291,googlepegasus-xsum,7859,0.4,0,0,0,0,0,0
39292,gpt-3.5-turbo,7859,0.4,0,0,0,0,0,0
39293,t5-large,7859,0.4,0,0,0,0,0,0
39294,RefSum,7859,0.4,0,0,0,0,0,0
39295,facebookbart-large-cnn,7860,0.4,0,0,0,0,0,0
39296,googlepegasus-xsum,7860,0.4,0,0,0,0,0,0
39297,gpt-3.5-turbo,7860,0.4,0,0,0,0,0,0
39298,t5-large,7860,0.4,0,0,0,0,0,0
39299,RefSum,7860,0.4,0,0,0,0,0,0
39300,facebookbart-large-cnn,7861,0.4,0,0,0,0,0,0
39301,googlepegasus-xsum,7861,0.4,0,0,0,0,0,0
39302,gpt-3.5-turbo,7861,0.4,0,0,0,0,0,0
